"rn"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"hgnc_symbol"
"1"	"ENSG00000000457"	491.778279903083	0.268161048202404	0.148888451493042	1.8010869581442	0.0716891750152257	0.225398333165589	"SCYL3"
"2"	"ENSG00000000460"	727.515222843614	-0.692859647845053	0.176570714558582	-3.92397827452398	8.70985935386264e-05	0.00126066069833165	"C1orf112"
"3"	"ENSG00000001084"	1461.1601131504	0.307110845449576	0.162231279385927	1.89304335521512	0.0583521040922458	0.195522112992635	"GCLC"
"4"	"ENSG00000001561"	315.72892506973	0.824293745978594	0.226205165507365	3.64400938470945	0.000268423625680833	0.00315522428418809	"ENPP4"
"5"	"ENSG00000001617"	212.036345555938	0.789331468568337	0.239250267041852	3.29918740876582	0.00096965153014261	0.0089049729362296	"SEMA3F"
"6"	"ENSG00000001629"	3161.43211752689	-0.957046680536687	0.131853718876037	-7.25839732617979	3.91703543409048e-13	4.46420392423144e-11	"ANKIB1"
"7"	"ENSG00000002586"	1706.93768616299	-0.360885302080108	0.197399320332151	-1.82819931432829	0.0675196438978696	0.215989878989193	"CD99"
"8"	"ENSG00000002746"	80.1612346949402	-0.93142228842845	0.254732534869693	-3.65647163565076	0.000255710691229264	0.00303298996339093	"HECW1"
"9"	"ENSG00000002822"	1508.17655674182	-0.647998353206495	0.165291571046706	-3.92033513326212	8.84259131370214e-05	0.00127758037807182	"MAD1L1"
"10"	"ENSG00000002919"	789.460325507781	0.263313289367863	0.156768313065609	1.67963336607228	0.0930286716602552	0.268767135405482	"SNX11"
"11"	"ENSG00000003147"	262.987276886932	-1.42123758509875	0.245597847925193	-5.78684869230468	7.17191244253871e-09	3.56829640734831e-07	"ICA1"
"12"	"ENSG00000003393"	1485.56951300523	0.311965988605937	0.148232638340084	2.10457016821225	0.0353287406810525	0.139288152719517	"ALS2"
"13"	"ENSG00000003402"	1131.94538330665	-0.42791867004616	0.157124650098507	-2.72343435468516	0.00646070537849501	0.040322273125852	"CFLAR"
"14"	"ENSG00000003436"	2438.06630743897	-0.78340241293752	0.2224630035761	-3.52149526143359	0.000429120336874448	0.00461272938565275	"TFPI"
"15"	"ENSG00000004455"	3643.28477097741	-0.353595129727757	0.140734707635597	-2.51249415064915	0.0119881092450585	0.0637778534466738	"AK2"
"16"	"ENSG00000004487"	3514.83343765421	-0.296982754001952	0.131208694355818	-2.26343807062495	0.0236086981482636	0.104780173014371	"KDM1A"
"17"	"ENSG00000004660"	276.012794222629	0.38965264937648	0.18361161949951	2.12215681359709	0.0338245717754656	0.135099492274275	"CAMKK1"
"18"	"ENSG00000004700"	2326.68008157739	-0.445688959731861	0.13709532218268	-3.25094213745659	0.00115023264837069	0.0102454460509485	"RECQL"
"19"	"ENSG00000004777"	109.4344946527	-0.751971047238638	0.259645390700736	-2.89614633716087	0.00377776190808021	0.0265994448393568	"ARHGAP33"
"20"	"ENSG00000004838"	21.7127856327747	0.558069205942107	0.327167538810689	1.70575970944668	0.0880528274887743	0.25891816325528	"ZMYND10"
"21"	"ENSG00000004848"	7.67383105151943	1.26831268011755	0.380679281955705	3.33170923723958	0.000863143867442268	0.00813865715503503	"ARX"
"22"	"ENSG00000004864"	1955.48651869286	-0.269678188132699	0.146849080573397	-1.83643089272125	0.0662939541253105	0.212997332208952	"SLC25A13"
"23"	"ENSG00000004897"	6088.15777804052	-0.536517153010398	0.141372363381616	-3.79506390200285	0.000147605433613271	0.00194709712535579	"CDC27"
"24"	"ENSG00000004948"	35.5930350633234	-1.70808239097372	0.336655678443053	-5.07367764854929	3.90199847841486e-07	1.20942179189923e-05	"CALCR"
"25"	"ENSG00000005007"	4098.76929967102	0.500776841791446	0.183536211719417	2.72849067276715	0.00636248894678058	0.0398720319960645	"UPF1"
"26"	"ENSG00000005022"	11714.9754328477	-0.30045521521352	0.133474376899771	-2.2510329112766	0.0243834529663804	0.106857410671152	"SLC25A5"
"27"	"ENSG00000005059"	1694.71075345456	-0.46148326918618	0.158616094281065	-2.90943533364551	0.00362082284251182	0.0256519221379341	"MCUB"
"28"	"ENSG00000005100"	1193.69776013823	0.582139322460568	0.170374072463664	3.41683047216425	0.00063354718058756	0.00632940516254306	"DHX33"
"29"	"ENSG00000005189"	202.378675814715	-0.529023336526438	0.197448003084672	-2.67930456759076	0.00737752553157417	0.0445296763088337	"REXO5"
"30"	"ENSG00000005238"	1322.75291628258	0.485697585271743	0.139905760153951	3.47160534875251	0.00051735629205078	0.00537540804237812	"FAM214B"
"31"	"ENSG00000005243"	146.105921590899	-0.389088181948566	0.206548763541942	-1.88375943421979	0.0595975229778196	0.19864758385468	"COPZ2"
"32"	"ENSG00000005249"	397.608947982818	0.266768822644177	0.163851804371143	1.62811037490876	0.103501484047736	0.28878401294056	"PRKAR2B"
"33"	"ENSG00000005339"	1371.27828891064	0.672003384601928	0.243655863580595	2.75800210479912	0.00581558234519644	0.0372071549693199	"CREBBP"
"34"	"ENSG00000005436"	610.52260788438	0.590551935879504	0.179038721757334	3.29845929463195	0.00097216974163923	0.00892167201874861	"GCFC2"
"35"	"ENSG00000005884"	17525.5593815882	-0.39409227412935	0.184234039533942	-2.13908501993599	0.0324287833873265	0.130869653911437	"ITGA3"
"36"	"ENSG00000005893"	4837.7649122698	-0.624063980560986	0.133105182297488	-4.6885025044796	2.75211548056556e-06	6.49081837440841e-05	"LAMP2"
"37"	"ENSG00000005981"	11.9043485536858	-0.626703486830047	0.373300911438083	-1.6788158497009	0.0931879386516138	0.269106938356698	"ASB4"
