"rn"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"hgnc_symbol"
"1"	"ENSG00000000457"	320.056567664615	-0.178893404287473	0.064401009831802	-2.77780433497386	0.00547275628430161	0.0145938114399503	"SCYL3"
"2"	"ENSG00000000460"	666.0599849835	-0.283664259949255	0.0450703213664352	-6.29381489523849	3.09757179714486e-10	1.90922915165851e-09	"C1orf112"
"3"	"ENSG00000000971"	5565.10608373721	-0.0861648095624012	0.038516464482145	-2.23709031243884	0.0252804379977567	0.0575821397309027	"CFH"
"4"	"ENSG00000001036"	1339.87769814857	0.20872129364703	0.0450277293657832	4.6353946021013	3.56257213051875e-06	1.49765829468383e-05	"FUCA2"
"5"	"ENSG00000001084"	691.30832876748	-0.206136976432615	0.0461134096237076	-4.47021762465027	7.81400473093442e-06	3.15274441007359e-05	"GCLC"
"6"	"ENSG00000001167"	1427.09941047922	0.543946903191783	0.0460076631928379	11.8229630770828	2.97020113958826e-32	6.20572977074644e-31	"NFYA"
"7"	"ENSG00000001460"	438.285132553821	-0.305616280974753	0.0560532952626429	-5.45224468147251	4.97379544832522e-08	2.52180902112496e-07	"STPG1"
"8"	"ENSG00000001461"	1360.2935519946	-0.363688673206443	0.0426303989683352	-8.53120500881499	1.44831115321196e-17	1.47717762174132e-16	"NIPAL3"
"9"	"ENSG00000001561"	233.987198051574	-0.302203424056227	0.0814405007654205	-3.71072649622682	0.000206665294592578	0.0006954297436134	"ENPP4"
"10"	"ENSG00000001617"	1348.92127348006	0.375858792794002	0.0400511892698135	9.38446022818319	6.32395190707243e-21	7.66803441833506e-20	"SEMA3F"
"11"	"ENSG00000001629"	1840.57223053735	-0.245863178190131	0.0398559240128346	-6.1687988493494	6.88106970504738e-10	4.11803951810274e-09	"ANKIB1"
"12"	"ENSG00000001631"	1043.96945293348	-0.477623462032069	0.0462425152735213	-10.3286652814398	5.22829949858324e-25	7.80555135601341e-24	"KRIT1"
"13"	"ENSG00000002016"	308.82694348681	-0.199169408459114	0.0683588176269096	-2.91358767417753	0.0035730148975626	0.00990122128280126	"RAD52"
"14"	"ENSG00000002330"	368.421534562829	0.130958351406945	0.0666378723136073	1.9652240814448	0.0493883079348335	0.102898098830462	"BAD"
"15"	"ENSG00000002586"	2968.65066073649	0.213143677875873	0.0336660307495218	6.3311199191161	2.43388083341423e-10	1.51752469963377e-09	"CD99"
"16"	"ENSG00000002822"	488.344648988966	-0.14413846124538	0.0636138389895123	-2.2658349745115	0.0234614891281711	0.0538897781787453	"MAD1L1"
"17"	"ENSG00000002834"	8235.89879691648	-0.445089454056709	0.028930344853392	-15.3848651411607	2.06806933757196e-53	8.44806324398146e-52	"LASP1"
"18"	"ENSG00000002919"	1124.00584772107	-0.516451147392761	0.0412909007107261	-12.5076260992922	6.78208786644581e-36	1.61333341184438e-34	"SNX11"
"19"	"ENSG00000003056"	2078.27337861735	-0.233809299197861	0.0303309794925999	-7.70859705519583	1.27208360324918e-14	1.0764098861351e-13	"M6PR"
"20"	"ENSG00000003096"	178.70315971915	-0.146739595411556	0.0821925730446666	-1.78531453604466	0.0742103123692981	0.145720614202369	"KLHL13"
"21"	"ENSG00000003147"	12.2430404530846	-0.345342500067887	0.234321475333802	-1.4737979076648	0.140536011849311	0.247323756127588	"ICA1"
"22"	"ENSG00000003249"	493.970459728534	0.819377044764594	0.0678260746691015	12.0805611818469	1.33803389861877e-33	2.91111452341365e-32	"DBNDD1"
"23"	"ENSG00000003393"	3189.81824407976	-0.300976540112236	0.0330453940042128	-9.10797250817667	8.39358256090842e-20	9.57021903828697e-19	"ALS2"
"24"	"ENSG00000003400"	35.5870704883026	-1.0513542832151	0.168145824240857	-6.25263391441173	4.03587419282937e-10	2.4619456037772e-09	"CASP10"
"25"	"ENSG00000003402"	1175.69937227474	0.259923414339104	0.037267325643836	6.97456578513825	3.06816952069814e-12	2.19619759679459e-11	"CFLAR"
"26"	"ENSG00000003756"	2137.25507315908	-0.0816729386710321	0.0357414338923249	-2.28510526234289	0.0223066563236824	0.051597345336035	"RBM5"
"27"	"ENSG00000003987"	28.2777069019342	-0.467049364043408	0.179384653855582	-2.60361939555554	0.00922451317264249	0.0234678825941607	"MTMR7"
"28"	"ENSG00000003989"	435.070484785042	1.08467998087518	0.0584052950339128	18.5716034863853	5.45493349543042e-77	4.25143879300108e-75	"SLC7A2"
"29"	"ENSG00000004059"	1554.19117359396	-0.16550879216372	0.0370400995203331	-4.46836791226397	7.88186584289877e-06	3.17647639761525e-05	"ARF5"
"30"	"ENSG00000004139"	545.150971572324	0.767099005141703	0.0610657608577006	12.5618512627599	3.42230445057971e-36	8.23194511142995e-35	"SARM1"
"31"	"ENSG00000004142"	4118.2054954951	-0.211463421945194	0.0339565909208207	-6.2274632467753	4.74047896856572e-10	2.87621429455128e-09	"POLDIP2"
"32"	"ENSG00000004399"	1741.83807247766	0.277938985007071	0.0434850238007271	6.39160245791159	1.64156229101817e-10	1.03688444044504e-09	"PLXND1"
"33"	"ENSG00000004478"	3781.10475367534	0.302824154291435	0.0297023545368541	10.1952912155734	2.08119856107007e-24	3.025143405364e-23	"FKBP4"
"34"	"ENSG00000004487"	3511.82219670385	0.740761165862619	0.0308253575375962	24.0309026410853	1.3222168466334e-127	2.70062790924871e-125	"KDM1A"
"35"	"ENSG00000004534"	2202.34704597242	-0.263203247237097	0.0290918859090854	-9.04730783214363	1.465364738424e-19	1.65170726676879e-18	"RBM6"
